uidx,obs_id,exchange_idx,student_text,teacher_text,student_on_task_num_agree,student_on_task_majority,student_on_task_std,teacher_on_task_num_agree,teacher_on_task_majority,teacher_on_task_std,active_listening_num_agree,active_listening_majority,active_listening_std,follow_up_num_agree,follow_up_majority,follow_up_std,student_on_task,teacher_on_task,active_listening,follow_up,both_on_task,follow_up_excl_none,follow_up_grouped,student_on_task_zscore,teacher_on_task_zscore,active_listening_zscore,follow_up_zscore,both_on_task_zscore,follow_up_excl_none_zscore,follow_up_grouped_zscore
338_39,338,338_39,"You don’t measure it slanted.  You measure on the side of it to go up straight, not this side.",What’s that word that we use?,3,1,0.0,3,1,0.0,2,1.0,0.5773502691896257,2,1.0,0.5773502691896257,1.0,1.0,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,0.45043864956577284,0.429951481105371,0.0933479251057816,0.3372114495156009,0.46790117110115154,-0.2608698524689893,0.7123354272162549
353_272,353,353_272,So three rulers is – oh. [Crosstalk],"You got it?  What are they arguing about?  Now we’re not using feet, remember?  You’re using millimeters or centimeters because that’s what we’re working at.  Not inches, centimeters or meters.  We’re using metric now.  That’s right Student A, you guys have to measure it after you estimate.  No stop.  About how far do you think that went? Estimate it in centimeters to millimeters.  From here to there, about how far do you think that is?",3,1,0.0,3,1,0.0,2,2.0,1.1547005383792517,1,,0.7071067811865476,1.0,1.0,1.3333333333333333,1.5,1.0,0.5,1.0,0.4823201697798904,0.46642761651034154,-0.2948628946757788,0.6703477944171659,0.5027650322784964,0.22210943404116207,0.36818905493738274
354_232,354,354_232,You said it would be a whole.,"Right, seven-sevenths is one whole.  Remember, we had to add the seven to the five.",3,1,0.0,3,1,0.0,3,2.0,0.0,2,0.0,0.5773502691896258,1.0,1.0,2.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.43179971086275876,0.42546226586158015,1.0852850059562562,-0.7649595661169187,0.44825795217311176,-0.7317091157615132,-0.41235396554964315
354_30,354,354_30,And that stayed the same.,Student S?,3,1,0.0,3,1,0.0,3,0.0,0.0,1,,,1.0,1.0,0.0,,1.0,,0.0,0.4311218538615667,0.419860711641085,-2.100377216608259,,0.4388822940272439,,-0.9406511385418982
354_561,354,354_561,"Oh, this one is the answer.","I didn’t realize you had made yourself another problem.  That’s why I was confused, but, yes.  Let me see, baby girl.",3,1,0.0,3,1,0.0,2,1.0,0.5773502691896257,3,0.0,0.0,1.0,1.0,1.3333333333333333,0.0,1.0,,0.0,0.5066618820978704,0.5018265120611676,0.04620717458958699,-1.2662484735017592,0.5330623807709851,,-0.8512236976190675
354_568,354,354_568,"Okay, twenty-one-fourths.  We’re making it into a mixed number?","Yes, we are.  I like Student E’s division.  I see Student A getting ready for division.  I think Student R is, I can’t see her paper.",3,1,0.0,3,1,0.0,3,1.0,0.0,3,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,0.0,0.4459922174456898,0.4288522746364855,-0.29768920587396763,-1.1798941312349467,0.4665342758433806,,-0.8475176196323949
355_459,355,355_459,"Well, you said we do 1 through 4.","Okay, where are they?",3,1,0.0,3,1,0.0,2,0.0,0.5773502691896258,1,,,1.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.3333333333333333,0.4117320865463256,0.38811109665032184,-1.523675157840248,0.04127441717064983,0.43189549391621695,-0.6243640832675886,-0.5315527919891994
356_280,356,356_280,Why do I have to keep on doing it?  There’s no remainders.,Because you’re not done.  You have 96 divided by 7.,3,1,0.0,3,1,0.0,2,1.0,0.5773502691896257,1,,1.0,1.0,1.0,1.3333333333333333,1.0,1.0,0.5,1.0,0.4384466302155101,0.420158992429142,0.0684390463699051,0.17150657650255208,0.46005996135301275,0.49272425391745966,0.4802070690716385
356_453,356,356_453,Yes.  At first I didn’t know that at all.,"Okay, well now you do.  So now, okay, look.  Can we make it into 5?",3,1,0.0,3,1,0.0,2,1.0,0.5773502691896257,2,1.0,0.5773502691896257,1.0,1.0,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,0.4542203524492208,0.4294519965827502,0.131966169145228,0.209388972462672,0.4814227015794528,-0.3759588972253047,0.6265723860954399
356_7,356,356_7,I know the right one.,What did you get as your actual answer?,3,1,0.0,3,1,0.0,3,1.0,0.0,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.4688966608717549,0.43514016950742956,-0.6531112901263216,-0.0740608208235342,0.5046665512387312,-0.8201512739704819,0.3105890168886445
359_214,359,359_214,Draw a picture or diagram.,Draw a picture or diagram.  Anyone else?,3,1,0.0,3,1,0.0,2,1.0,0.5773502691896257,2,2.0,0.5773502691896257,1.0,1.0,1.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,1.6666666666666667,0.41304505947464704,0.3861386459044094,-0.0718158756357451,0.9945727340655495,0.4260396148282801,0.6950367980029052,1.2704773297293872
361_519,361,361_519,"That says divide 29, which is the diameter, so you should just divide by –","You should just take 15 or 14 is what I’m saying.  I mean, it’s not that – you guys are doing a great job.  You’re trying to be exact.  So, you got 210 point 25, good, times – let’s see if Student L is right.  Three point one four –",3,1,0.0,3,1,0.0,2,2.0,1.1547005383792517,1,,0.7071067811865476,1.0,1.0,1.3333333333333333,0.5,1.0,0.0,0.3333333333333333,0.4823201697798904,0.46642761651034154,-0.2948628946757788,-0.6831662894467572,0.5027650322784964,-0.9203230604082056,-0.501092821702859
366_236,366,366_236,"Wait, if it was a right it would say R, right?","No, it’s gonna have this symbol.  Remember that square that we talked about when we talked about right angles?",3,1,0.0,3,1,0.0,2,2.0,0.5773502691896257,2,1.0,0.5773502691896258,1.0,1.0,1.6666666666666667,0.6666666666666666,1.0,0.0,0.6666666666666666,0.4490615088374312,0.44296385192041815,0.4593710001312667,-0.35120835082897783,0.46477043834755044,-0.7965073219424739,-0.03186133173998359
366_315,366,366_315,Angles lower than 90 degrees.,"You’re gonna need three acute triangles.  And we’re gonna talk about this.  Today I just wanna look – by looking at triangles, how do we sort these triangles?  Who can tell me what if you to every single triangle in the entire world, every triangle, doesn’t matter how big or how small, if you were to measure the three angles and add them up together, what is that sum gonna be always?",3,1,0.0,3,1,0.0,2,1.0,0.5773502691896257,3,1.0,0.0,1.0,1.0,1.3333333333333333,1.0,1.0,0.0,1.0,0.45702898273543524,0.437934584094386,0.051312435762359554,-0.07686945208656924,0.4748107056246804,-0.9818604523916127,0.3230299713880545
366_54,366,366_54,And I need one more.,"One, two, three.  Can you give that to Student B, please?  You don’t have six?",2,1,0.5773502691896258,2,1,0.5773502691896258,1,,0.7071067811865476,1,,0.7071067811865476,0.6666666666666666,0.6666666666666666,1.5,0.5,0.6666666666666666,0.0,0.3333333333333333,-0.36819870109619535,-0.38070028783425275,-0.06814050249652659,-0.6831662894467572,-0.3254579941867742,-0.9203230604082056,-0.5012420831268743
369_334,369,369_334,Are we able to use this cup twice?,"Yeah, when they’re done with the pitcher, you’re gonna dump it in there.  So what – what are you gonna use to measure the second ingredient? Okay, he needs to know and you all need to know how many ounces is the second ingredient and how you’re gonna get it.  All right, what’s our third ingredient?",3,1,0.0,3,1,0.0,1,,1.0,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.46783680244887194,0.43651871853352303,-0.4162020293697803,0.005483327629519939,0.5009435532064873,-0.7464301603072419,-0.08914609283903145
369_60,369,369_60,"But we already know what a fourth of a cup is, so it’s one and – one –",How many ounces is a fourth – is a fourth a cup?,3,1,0.0,3,1,0.0,2,1.0,0.5773502691896258,2,1.0,0.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.0,0.6666666666666666,0.38982052595894884,0.37520318393854796,-0.7829791420536297,-0.0966828046932657,0.4086698337285622,-0.9009841088902634,-0.10418838249156463
36_258,36,36_258,I want to work with Student E.,Who’s sitting next to you?,3,0,0.0,3,0,0.0,1,,,1,,,0.0,0.0,,,0.0,,0.0,-2.3526146871362186,-2.3666430217947756,,,-2.320915599565449,,-0.9479807018453265
36_270,36,36_270,One half equals two-sixths?,One half equals not two-sixths.,3,1,0.0,3,1,0.0,2,2.0,0.5773502691896257,3,0.0,0.0,1.0,1.0,1.6666666666666667,0.0,1.0,,0.0,0.5028801792144225,0.5023259965837884,0.4534462276480699,-1.1955779985265664,0.5195408502926838,,-0.8301618181085241
36_77,36,36_77,I think it’s 65 out of 100.,"That’s true, but alright; I’m confusing you.  I showed this model because we’ve been doing this for everyday counts, right?  When we colored in one square, how much was that as a fraction?  One out of –",3,1,0.0,3,1,0.0,3,1.0,0.0,2,1.0,0.5773502691896257,1.0,1.0,1.0,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,0.38982052595894884,0.37520318393854796,-0.2448945779212155,0.3588432049033066,0.4086698337285622,-0.21685091720031036,0.7358363607303203
372_165,372,372_165,I’m trying to find –,There’s more at your table.,3,0,0.0,3,0,0.0,1,,,1,,,0.0,0.0,,,0.0,,0.0,-2.1782438680393263,-2.2733483581180596,,,-2.047663233173573,,-0.8884134359552739
372_265,372,372_265,"Take two triangles, make them a small square.",Okay.  All right.,3,1,0.0,3,1,0.0,3,1.0,0.0,3,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,0.0,0.4377767876357359,0.4172695987286817,-0.6655348312217605,-1.2446411773592871,0.4591259471044937,,-0.9245430819455353
372_94,372,372_94,"And when you make the diamond, if you turn it, it’s a square.",So like this again?  But is it a different shape?,3,1,0.0,3,1,0.0,3,2.0,0.0,2,1.0,0.5773502691896257,1.0,1.0,2.0,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,0.4223203477074839,0.39634277278611973,1.1644002569437963,0.727276068141231,0.4371709415994109,0.14513007862119132,0.9925926745046721
383_197,383,383_197,To add a .5 to 40 hundredths.,"Okay.  So actually I have four tenths or 40 hundredths here, and down here I have 45 hundredths, which is five hundredths more, like you said.  Yes. All right.  Now here’s my question.  Here’s my question.  I’m going to write these two out, just like I did the top one.  Does four tenths equal 45 hundredths? Can I say they’re equal?",3,1,0.0,3,1,0.0,2,2.0,0.5773502691896257,3,1.0,0.0,1.0,1.0,1.6666666666666667,1.0,1.0,0.0,1.0,0.4773831411883414,0.4708796804237198,0.4989143806510878,0.30877537261324145,0.5008469466047362,-0.5123880739662797,0.6688547657142333
383_452,383,383_452,"See, you bring it back.",And so now do you remember how we used to compare and order numbers?,3,1,0.0,3,1,0.0,2,0.0,1.1547005383792517,1,,,1.0,1.0,0.6666666666666666,2.0,1.0,1.0,0.6666666666666666,0.410270151697073,0.4055742499032177,-0.9828306762620711,1.2285301349257376,0.41937963187183297,1.086574968094849,-0.0872658727058598
385_407,385,385_407,Why don’t you just go that way?,"Go which way, honey?",2,0,0.5773502691896258,2,0,0.5773502691896258,1,,,1,,,0.3333333333333333,0.3333333333333333,2.0,1.0,0.3333333333333333,0.0,0.3333333333333333,-1.1916575315988183,-1.1882611892250992,1.1001284338102546,0.4711065584760728,-1.0945890425471176,-0.3447498499149687,-0.30336757441533124
386_133,386,386_133,Could we put it like this?,"They have to have those answers, Student J.  If they don’t have that, then mark it wrong.  Number 18 – I’m sorry, 10.  If we add that, the sum is what?  Student J?",3,1,0.0,3,1,0.0,3,1.0,0.0,2,0.0,0.5773502691896258,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.4773831411883414,0.4708796804237198,-0.5044953041244081,-0.6551122826480001,0.5008469466047362,-0.3447498499149687,-0.28565637812969275
392_90,392,392_90,"No, that’s my marker.  She thinks it’s hers.  It’s mine.","Do you have a marker?  Do you have a marker?  Can she use that one?  Thank you.  Problem solved.  Today, we’re going to talk about angles.  And we’ve already kind of talked about angles, right?  As we did our calendar, we talked about the angles of the triangle.  We’ve talked about right angles. So you actually know stuff about it already.  All right, who can tell me what do you think the definition for angle is?  What is an angle?  Student I?",2,0,0.5773502691896258,2,0,0.5773502691896258,1,,,1,,,0.3333333333333333,0.3333333333333333,1.0,2.0,0.3333333333333333,1.0,0.6666666666666666,-1.2748860600871665,-1.2828794061579087,-0.22377762631781636,1.0340970128494724,-1.2377485665170371,0.9343531843023134,-0.09085440014938517
394_294,394,394_294,Can we go on to the next one?,"Uh-huh, go on to the next one.",3,1,0.0,3,1,0.0,2,1.0,0.5773502691896257,2,0.0,0.5773502691896258,1.0,1.0,1.3333333333333333,0.3333333333333333,1.0,0.0,0.3333333333333333,0.3996552730751519,0.3827693904119416,0.07465846962874785,-0.8304880569096635,0.41466915487729533,-0.7317091157615132,-0.4865643785687401
39_11,39,39_11,You look at the numerator and you can compare the numbers to get which one is larger.,"Oh, I love that.  Because these denominators are the same you’re saying I can look at the numerator to determine the larger fraction.",3,1,0.0,3,1,0.0,3,2.0,0.0,3,0.0,0.0,1.0,1.0,2.0,0.0,1.0,,0.0,0.40870389770783283,0.38927605083534694,1.2218647130665838,-1.2577597946277985,0.41765008997237646,,-0.8908227422353528
39_304,39,39_304,For every one of those?,"For any fractions that I’m comparing that’s one portion away from one.  So I’m comparing here ninths and tenths.  This is one-tenth away from one.  This is one-ninth away from one.  What rule can I come up with that will fit this and this and this and any other fraction.  Let’s say I was doing 15/16th and let’s say I was doing 14/15ths.  Or let’s say 12/13ths and 13/14th.  Or let’s say I was doing… Understand what I’m saying?  I need a rule that’s going to fit every single comparison of fractions that I do that each one is only one portion away from being a full hole. So this is missing a 13th.  This is missing a 14th.  What rule can I apply to this, and this, and this that’s the same rule?  A rule I can come up with that will match every single one of these fractions that fit this rule?  Student M?",3,1,0.0,3,1,0.0,2,2.0,0.5773502691896257,2,1.0,0.5773502691896257,1.0,1.0,1.6666666666666667,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,0.4451894972622539,0.42883152135404795,0.6054340763475826,0.670419119018801,0.45962841212409655,0.041881340370328535,0.9806261127767196
4001_484,4001,4001_484,That’s … that’s 13 minus one is twelve.,"All right, so seven plus six, minus one.",3,1,0.0,3,1,0.0,1,,1.0,2,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,0.0,0.38982052595894884,0.37520318393854796,-0.22840600657635393,-1.3100131531004497,0.4086698337285622,,-0.9377441959414256
4001_534,4001,4001_534,That wouldn’t work.  That’s twelve.,Because we already have a twelve.,3,1,0.0,3,1,0.0,1,,1.0,2,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,0.0,0.4305623949782005,0.4224986320494018,-0.17280502685696406,-1.2245050354568825,0.44401429964964145,,-0.8974905427943312
4002_113,4002,4002_113,Do we just write down the answer?,"No, I want you to show us with the blocks how you did this. Girls, what I’m saying is – are you going to be able to do this?  I’m a little worried by your question to be honest with you.  What I need you to do is show the blocks to solve this problem.  Do I need another group?  Do you guys need more time?",3,1,0.0,3,1,0.0,2,2.0,0.5773502691896257,3,1.0,0.0,1.0,1.0,1.6666666666666667,1.0,1.0,0.0,1.0,0.4339281091680933,0.41252761443656616,0.4094191413745773,-0.11745702525984496,0.4567880338016443,-0.9485886049336837,0.26172662826259324
4002_117,4002,4002_117,"I just thought of a different way to do it.  First I thought let’s just do 149 once, then I was like, absolutely not.",I think that’s a wise move by Student S.  She’s not going to lay out 149 blocks.,3,1,0.0,3,1,0.0,3,2.0,0.0,3,0.0,0.0,1.0,1.0,2.0,0.0,1.0,,0.0,0.47939257415719977,0.48636980673374586,0.9406423801107554,-1.2991935413054314,0.49536011107666217,,-0.8841519218084398
4002_119,4002,4002_119,I don’t think you have that many.,"I think I do, but she doesn’t want to do that many.",3,1,0.0,3,1,0.0,3,2.0,0.0,3,0.0,0.0,1.0,1.0,2.0,0.0,1.0,,0.0,0.45652342460242984,0.4538810581658177,1.032123959062408,-1.2957860978092721,0.4729026405519765,,-0.9045214925516364
4002_121,4002,4002_121,So we put down 14 tens and 9 ones.,"Stop a second.  Student S said look.  Let’s take our tens. We’re going to lay down 14 of them.  14 times 10 of course is 140, and you’ll notice over here she laid out 9 ones blocks, so she has 149 represented there. Go ahead.",3,1,0.0,3,1,0.0,2,2.0,1.1547005383792517,1,,0.7071067811865476,1.0,1.0,1.3333333333333333,1.5,1.0,0.5,1.0,0.4223469651682466,0.41091595614159804,-0.037264205691564044,0.746943247887817,0.43660597091075465,0.31822292039930966,0.354602606229301
4002_123,4002,4002_123,Then we divided it by three ones.,Okay.,3,1,0.0,3,1,0.0,3,1.0,0.0,3,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,0.0,0.4735186636258076,0.4429096776553763,-0.6624195458120163,-1.184198903113894,0.5010536798506634,,-0.8710912003222345
4002_125,4002,4002_125,Then I divided it here because I had no idea what it was.,"Student S did something I’m fine with, guys.  Group, you with me?  She said that she’s going to go ahead and divide this out just regularly and then deal with representing it with blocks.  So how do you represent 49 remainder 2?  Other group members, feel free to help out.",3,1,0.0,3,1,0.0,3,2.0,0.0,2,2.0,0.5773502691896257,1.0,1.0,2.0,1.6666666666666667,1.0,0.6666666666666666,1.6666666666666667,0.5141935570608646,0.48496365695149374,1.019983776949906,0.7255558944938997,0.5475817629471946,0.32081061334933575,1.10321503026172
4002_127,4002,4002_127,"I did 4 tens blocks, then 9 blocks right here.  Then I accidentally did 3 here, but I changed it to 2, so I got remainder 2.","If you got an answer of 49 remainder 2, that’s what everybody got, correct?",3,1,0.0,3,1,0.0,1,,1.0,1,,0.7071067811865476,1.0,1.0,1.0,1.5,1.0,0.5,1.0,0.4990562025677227,0.4854204314502028,-0.2921960201929638,0.44437018470543393,0.5289038691958013,0.3040428015781555,0.3876642983978442
4002_137,4002,4002_137,"We had 3 groups of 18, then 1 ten and 8 ones.","They did three groups of 18, so something tells me they figured out 56 divided by 18, what answer should you get?  18 remainder 2.  Where is your remainder 2?",3,1,0.0,3,1,0.0,3,2.0,0.0,2,1.0,0.5773502691896257,1.0,1.0,2.0,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,0.4311218538615667,0.41986071164108507,0.9154978691822105,0.6072730151005219,0.4388822940272439,0.043749424174754394,0.8912104244253748
4002_141,4002,4002_141,"No, because it gives you 64 with no remainder.",I don’t know if I’m sure about that.,3,1,0.0,3,1,0.0,2,1.0,0.5773502691896258,2,0.0,0.0,1.0,1.0,0.6666666666666666,0.0,1.0,,0.0,0.44281666591104946,0.4321825211260539,-0.7669397611720484,-1.406063433346368,0.4617612931797895,,-0.8980287648709457
4002_143,4002,4002_143,3 times 18 is 64.,Guys—,3,1,0.0,3,0,0.0,1,,,1,,,1.0,0.0,,,0.0,,0.0,0.46877769553527876,-2.2165766011747414,,,-2.0625701163208032,,-0.905059714628251
4002_147,4002,4002_147,It’s not the same way.,"Okay, go up there then.  Use your paper please, not the blocks. Guys, take a look.  All right.  Guys, hold on.  I can’t hear Student E.",3,1,0.0,3,1,0.0,3,1.0,0.0,2,0.0,0.5773502691896258,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.45446478549509073,0.4390356482357584,-0.3449767983558911,-0.5793550291030319,0.4707597388952273,-0.3447498499149687,-0.255803957533474
4002_149,4002,4002_149,To divide I used this little chart right here.,What little chart?,3,1,0.0,3,1,0.0,2,2.0,0.5773502691896257,2,1.0,0.5773502691896257,1.0,1.0,1.6666666666666667,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,0.3982930940083498,0.3853865575378208,0.6449607476384926,0.5462987535362053,0.4128952967804089,-0.016115214936390787,0.9280248504517083
4002_153,4002,4002_153,"I did 56 and I could count 1, 2, 3, 4, 5, 6, 7, 8, 9, and so on, and then I got a remainder of – I got 2 left.  So this is the same thing.","All right, that’s fine.  So you’re just showing us how you solved the problem?",3,1,0.0,3,1,0.0,2,1.0,0.5773502691896257,2,1.0,0.5773502691896257,1.0,1.0,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,0.45702898273543524,0.437934584094386,0.051312435762359554,0.3260255717137328,0.4748107056246804,-0.31517835951813244,0.7308708320065883
4002_35,4002,4002_35,"Divide cards in the pages, I mean—",Think about what you want to say.,3,1,0.0,3,1,0.0,2,1.0,0.5773502691896257,2,0.0,1.1547005383792517,1.0,1.0,1.3333333333333333,0.6666666666666666,1.0,1.0,0.6666666666666666,0.5077217405207535,0.5004479630350742,-0.15004435904918445,-0.3086532271141458,0.5367853788032291,1.5567689012068249,0.04526515173675431
4002_57,4002,4002_57,"No, I got 26 and then added the quotient and got it.","Okay.  Check your division.  Check what you did with what we did, and guys remember, if you need to fix them now, that’s why we’re going over them.  Don’t be shy about it.  Student J, what have you got?",3,1,0.0,3,1,0.0,3,1.0,0.0,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.4433761247944156,0.4295446007177371,-0.5635750248154895,0.1546641600597294,0.4566292875573919,-0.6298123311969209,0.5033167919282736
4002_75,4002,4002_75,"What I did was cut off the 0 and 3, and then I cut off one 0 and 9,000, then I just divided 9 by 3 and then add the two zeros left.","Nice.  Guys, Student E just remembered the patterns, and that’s really good.  We go over all these patterns all the time guys, and it’s a great thing when you can do what Student E did, and he said he recognized something, and what he recognized was you remember this stuff we did?  Is this 9,000 divided by 30? Student E remembered there’s zeros, and if I take one away there what can I do?  Take one away there.  Now it’s 900 divided by 3.  It’s 300.  Student E made it easier on himself.  I was saying make it easier doing it that way.  Student E just took it even further because he recognized those patterns we worked on earlier.  Nice.  Thanks for sharing that.",3,1,0.0,3,1,0.0,3,2.0,0.0,2,1.0,0.5773502691896258,1.0,1.0,2.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.4459922174456898,0.4288522746364855,1.3278845430268416,-0.2593086597492092,0.4665342758433806,-0.7092772546591202,0.06716916112594255
4002_77,4002,4002_77,I was going to say we could do mental math.,"Sure you did.  Now she’s trying to jump on Student E’s coattail.  I’m just kidding.  I know you did.  Please tear this out carefully.  Guys, make sure your name’s at the top, please.  I noticed walking around the room some people did not label their answers.  If you did not label your answer, please do that.  All right.  Sit down.  Guys, Student J asked about number six.  Without even reading the problem, I see the number 87 and I see the number 1,479.  I haven’t read a word of the problem.  I’ve just looked at the numbers.  What are you probably going to have to do?",3,1,0.0,3,1,0.0,3,1.0,0.0,2,0.0,0.5773502691896258,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.4223203477074839,0.3963427727861198,-0.43010905438799263,-0.722632409538173,0.4371709415994109,-0.6243640832675886,-0.43733336927947936
4002_81,4002,4002_81,I want to see that.,"Thanks, Student C.  I appreciate that.  Go and clear off your desk, guys.  Get a scrap sheet of paper, but one where you have room to write.  Guys, pass papers down.  Come on.  Thanks Student S.  Thank you. Thanks, Student E.  Thank you, ma’am.  Guys, so anyway, before we group up, I just want to go over a few of these problems with you because guys, one, I hope anyway these are easy, but I guess you never know.  I told you yesterday, I think this stuff is a little beneath our class, quite frankly, but they show up on the CRCT, and I don’t want it to be a case where it’s an easy problem and you’re sitting there unsure of how to do it.  Okay?  Thanks.  So before we group up, we’ll do this in a second.  There’s just a couple problems I want to go over with you.  You are familiar, if I’m not mistake, with what an array is, right?",3,0,0.0,2,1,0.5773502691896258,1,,,1,,,0.0,0.6666666666666666,,,0.0,,0.0,-1.8274839248167636,-0.18449719653357888,,,-1.725235305152226,,-0.8543022456929122
4002_89,4002,4002_89,"I saw that because when you have a multiplication problem and you want to make it into a division problem, you take the answer and take the first divisor – no.  You take the answer and you divide it by the first part of it.","Sounds to me like Student C is starting with this problem backwards in a way.  I don’t know if that’s a good way to say it or not, but you know it’s 9, right, and Student C’s looking at it and saying there’s 9 blocks here.  I see that.  Then she says how many rows did they divide them into?  3.  How many were in each row?  3.  So she was like, this is 9 divided by 3 equals 3.  Make sense?",3,1,0.0,3,1,0.0,3,2.0,0.0,2,1.0,0.5773502691896257,1.0,1.0,2.0,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,0.44523870340073457,0.4281868049740812,0.9486891383549878,0.660790998225898,0.4672581493089198,0.13640507763998125,0.9511963599063117
4007_1,4007,4007_1,I didn’t do it on another sheet of paper.,"But you should have because those are my directions, okay?  My independent will be back here.  If you are doing a partner game, you may go get a laptop.  You will have to get it turned on, logged in.  If you are independent, go walk and get your sheet.  Please make sure you put your name on it.  It is 10:26.  You have until 10:35 to finish your snack, and if you’re with me, let’s come to the front.",3,0,0.0,3,0,0.0,1,,,1,,,0.0,0.0,,,0.0,,0.0,-1.9514176891832173,-2.117994162829906,,,-1.82657325276869,,-0.9124027790928512
4007_103,4007,4007_103,I don’t get this one.,Why not?,2,1,0.5773502691896258,2,1,0.5773502691896258,1,,0.7071067811865476,2,2.0,0.0,0.6666666666666666,0.6666666666666666,1.5,2.0,0.6666666666666666,1.0,1.3333333333333333,-0.1839644752197888,-0.18974977497929024,0.35560455799711094,1.9974198897254312,-0.14159308983900978,2.359321556801241,1.2983392000183895
4007_11,4007,4007_11,"I started at 8 and got 406, so I should probably start at 6.","If you do 8, what is 8 times 4?",3,1,0.0,3,1,0.0,2,2.0,0.5773502691896257,3,1.0,0.0,1.0,1.0,1.6666666666666667,1.0,1.0,0.0,1.0,0.48973287940640836,0.47798953913570785,0.3656847866654071,0.16247427709493936,0.5032674972980993,-0.7572996427107012,0.521646321051836
4007_143,4007,4007_143,"It’s an improper fraction, but it’s still another way to do division.","Yes.  You will see division problems written like this sometimes.  Okay.  You will see it.  You might – this is the easier way to see it.  This right here, that’s a ton easier.  You can do that one in your head, because – and for those of you that are going, “Huh? I don’t get it.  What’s the answer?",3,1,0.0,3,1,0.0,3,2.0,0.0,3,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.4990562025677227,0.4854204314502028,1.075475527690392,-0.2687915101826946,0.5289038691958013,-0.8870995000273508,0.32088380630682173
4007_15,4007,4007_15,I think I got this wrong.,I think you got it right.  Why would you think you got it wrong?,3,1,0.0,3,1,0.0,3,2.0,0.0,3,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.43567172243793606,0.43959459642795035,1.0638550240466051,1.5775094998884869,0.4533999783965656,1.557072620745954,1.9137240593798672
4007_159,4007,4007_159,"I started with 63 times 2, and I got 126, and I took it a step further to see if it was closer, but it wasn’t.","You okay?  Yes, that’s totally good too.  If you had 63 – what did we say?",3,1,0.0,3,1,0.0,2,1.0,0.5773502691896258,2,2.0,0.0,1.0,1.0,0.6666666666666666,2.0,1.0,1.0,1.3333333333333333,0.410270151697073,0.4055742499032177,-1.0187182873796727,1.3306625998413293,0.41937963187183297,1.2266191376098294,0.7937332689828446
4007_17,4007,4007_17,I thought I would get a different remainder.,There you go.  It isn’t 298.  It should be – that will give you a different remainder.  Where is the 6?  Is it above the 1 or the 2?  Make sure you’re lining it up. That’s why you should probably turn your papers over. I think we’ve all gotten to the point where we have chosen – how many groups of 47 can we get out of 310?,3,1,0.0,3,1,0.0,3,2.0,0.0,3,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.4688966608717549,0.43514016950742956,0.8805376619602279,-0.0740608208235342,0.5046665512387312,-0.8201512739704819,0.3105890168886445
4007_192,4007,4007_192,That’s what I said when I counted it.,"I said it was right.  I looked at hers and I said yes, it was right, and I was looking back at hers and saying her division.  She had brought down a 5.",3,1,0.0,3,1,0.0,1,,1.0,1,,0.7071067811865476,1.0,1.0,1.0,0.5,1.0,0.0,0.3333333333333333,0.548689101930158,0.5493123594169843,-0.38593682588359735,-0.9857393526291403,0.587155544342106,-0.9486832980505139,-0.4853533651673551
4007_202,4007,4007_202,"Yes.  There’s one way, then that’s the other way, a fraction that’s like slanted?",Yes.  What was your question?  Switch.,3,1,0.0,3,1,0.0,3,1.0,0.0,3,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.4472481363695929,0.4436769312841073,-0.6009116995185203,1.416936490414704,0.46177131378084574,1.3915899747128748,1.7016725709354439
